success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,STUDY_ID,PROLIFIC_PID,SESSION_ID,followed_instructions,view_history,rt,set_size,target_present,RT,response,target_position,distractor_positions,jitter,correct_response,test_part,correct,stimulus,key_press,search_type,responses
,html-keyboard-response,31,170343,0.0-4.0-1.0-1.7,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,32,173014,0.0-4.0-1.0-0.8,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,4.0,1.0,561.7892058515281,j,"[0.33333333333333304, 0]","[[-0.16666666666666602, 0.16666666666666602], [-0.33333333333333304, 0.16666666666666602], [-0.16666666666666602, 0]]",892.210794147104,j,main,1.0,,,shape,
,html-keyboard-response,33,174016,0.0-4.0-1.0-1.8,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,34,176748,0.0-4.0-1.0-0.9,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,4.0,1.0,678.659075449832,j,"[-0.33333333333333304, -0.33333333333333304]","[[0.16666666666666602, 0.33333333333333304], [-0.16666666666666602, 0], [-0.33333333333333304, 0.33333333333333304]]",825.3409245517105,j,main,1.0,,,conjunction,
,html-keyboard-response,35,177749,0.0-4.0-1.0-1.9,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,36,180098,0.0-4.0-1.0-0.10,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,8.0,1.0,693.51492962669,j,"[0.16666666666666602, -0.16666666666666602]","[[-0.16666666666666602, 0.16666666666666602], [0.33333333333333304, -0.16666666666666602], [0.33333333333333304, 0], [0.33333333333333304, 0.16666666666666602], [0.16666666666666602, 0.33333333333333304], [0, 0.16666666666666602], [0.33333333333333304, 0.33333333333333304]]",448.485070373863,j,main,1.0,,,shape,
,html-keyboard-response,37,181106,0.0-4.0-1.0-1.10,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,38,183747,0.0-4.0-1.0-0.11,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,8.0,1.0,810.1999196958786,j,"[0.16666666666666602, 0.16666666666666602]","[[0.16666666666666602, -0.33333333333333304], [0.33333333333333304, 0], [-0.16666666666666602, 0], [-0.16666666666666602, 0.16666666666666602], [-0.16666666666666602, 0.33333333333333304], [0.33333333333333304, -0.16666666666666602], [0, 0.33333333333333304]]",609.8000803031027,j,main,1.0,,,conjunction,
,html-keyboard-response,39,184748,0.0-4.0-1.0-1.11,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,40,187064,0.0-4.0-1.0-0.12,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,8.0,0.0,766.64664349737,f,"[-0.16666666666666602, 0.33333333333333304]","[[0.33333333333333304, -0.16666666666666602], [-0.16666666666666602, 0], [0, 0.16666666666666602], [0, -0.16666666666666602], [-0.33333333333333304, -0.16666666666666602], [0.33333333333333304, 0], [0.16666666666666602, -0.16666666666666602]]",329.35335650108755,f,main,1.0,,,conjunction,
,html-keyboard-response,41,188065,0.0-4.0-1.0-1.12,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,42,190767,0.0-4.0-1.0-0.13,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,4.0,0.0,770.6288887573464,f,"[0.16666666666666602, -0.16666666666666602]","[[0, -0.16666666666666602], [0.16666666666666602, -0.33333333333333304], [-0.16666666666666602, -0.33333333333333304]]",714.3711112439632,f,main,1.0,,,conjunction,
,html-keyboard-response,43,191768,0.0-4.0-1.0-1.13,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,44,194064,0.0-4.0-1.0-0.14,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,4.0,0.0,719.6264421952947,f,"[0.33333333333333304, -0.33333333333333304]","[[-0.16666666666666602, 0], [-0.16666666666666602, -0.33333333333333304], [0, -0.16666666666666602]]",363.37355780415237,f,main,1.0,,,shape,
,html-keyboard-response,45,195065,0.0-4.0-1.0-1.14,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,46,197547,0.0-4.0-1.0-0.15,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,8.0,0.0,642.6153730724764,f,"[0.33333333333333304, 0.33333333333333304]","[[-0.16666666666666602, 0.16666666666666602], [0.16666666666666602, 0.16666666666666602], [0.33333333333333304, 0.16666666666666602], [-0.33333333333333304, 0], [-0.16666666666666602, -0.16666666666666602], [0.33333333333333304, -0.33333333333333304], [-0.16666666666666602, -0.33333333333333304]]",618.3846269268543,f,main,1.0,,,shape,
,html-keyboard-response,47,198548,0.0-4.0-1.0-1.15,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,instructions,48,200671,0.0-4.0-2.0,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,"[{""page_index"":0,""viewing_time"":2120.999999999185}]",2121.999999999389,,,,,,,,,,,,,,
,call-function,49,200672,0.0-4.0-3.0,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,,,,
,instructions,50,202151,0.0-4.0-0.1,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,"[{""page_index"":0,""viewing_time"":1478.000000002794}]",1478.9999999993597,,,,,,,,,,,,,,
,p5vs_yn,51,204885,0.0-4.0-1.1-0.16,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,8.0,0.0,876.6054066989454,f,"[-0.33333333333333304, 0.16666666666666602]","[[0.33333333333333304, -0.16666666666666602], [0.33333333333333304, 0], [0, 0.33333333333333304], [-0.33333333333333304, 0], [0, 0], [0.33333333333333304, 0.16666666666666602], [0.33333333333333304, 0.33333333333333304]]",634.3945933040231,f,main,1.0,,,conjunction,
,html-keyboard-response,52,205893,0.0-4.0-1.1-1.16,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,53,208327,0.0-4.0-1.1-0.17,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,8.0,1.0,674.3404409724462,j,"[0, -0.16666666666666602]","[[-0.33333333333333304, -0.33333333333333304], [-0.33333333333333304, -0.16666666666666602], [0, -0.33333333333333304], [0.16666666666666602, -0.16666666666666602], [0.16666666666666602, 0], [-0.33333333333333304, 0.33333333333333304], [-0.33333333333333304, 0.16666666666666602]]",539.6595590282232,j,main,1.0,,,shape,
,html-keyboard-response,54,209327,0.0-4.0-1.1-1.17,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,55,211511,0.0-4.0-1.1-0.18,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,8.0,0.0,576.5245821938151,f,"[-0.16666666666666602, 0]","[[0, 0.16666666666666602], [0.33333333333333304, -0.16666666666666602], [-0.33333333333333304, 0.33333333333333304], [0.16666666666666602, 0.33333333333333304], [0.33333333333333304, 0], [0.16666666666666602, -0.16666666666666602], [-0.33333333333333304, -0.16666666666666602]]",382.4754178058356,f,main,1.0,,,shape,
,html-keyboard-response,56,212511,0.0-4.0-1.1-1.18,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,57,214776,0.0-4.0-1.1-0.19,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,4.0,1.0,769.88836082528,j,"[-0.16666666666666602, 0.33333333333333304]","[[0.33333333333333304, 0], [-0.33333333333333304, -0.16666666666666602], [0, -0.33333333333333304]]",275.1116391737014,j,main,1.0,,,shape,
,html-keyboard-response,58,215776,0.0-4.0-1.1-1.19,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,59,217636,0.0-4.0-1.1-0.20,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,4.0,0.0,553.6991343840782,f,"[0.16666666666666602, -0.16666666666666602]","[[0.16666666666666602, -0.33333333333333304], [0.33333333333333304, 0], [0.33333333333333304, -0.33333333333333304]]",98.30086561851203,f,main,1.0,,,conjunction,
,html-keyboard-response,60,218637,0.0-4.0-1.1-1.20,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,61,220615,0.0-4.0-1.1-0.21,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,8.0,1.0,727.0779053404112,f,"[0, 0.33333333333333304]","[[0.16666666666666602, 0.33333333333333304], [-0.16666666666666602, -0.33333333333333304], [-0.16666666666666602, 0], [0.33333333333333304, 0.16666666666666602], [0.16666666666666602, 0], [0, 0], [0.33333333333333304, 0]]",29.92209466174245,j,main,0.0,,,conjunction,
,html-keyboard-response,62,222116,0.0-4.0-1.1-1.21,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,,
,p5vs_yn,63,225010,0.0-4.0-1.1-0.22,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,4.0,0.0,887.6497827666753,f,"[-0.16666666666666602, 0]","[[0.16666666666666602, 0], [0, -0.33333333333333304], [0.16666666666666602, 0.16666666666666602]]",792.3502172343433,f,main,1.0,,,shape,
,html-keyboard-response,64,226011,0.0-4.0-1.1-1.22,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,65,228307,0.0-4.0-1.1-0.23,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,4.0,1.0,816.6566934931325,j,"[-0.16666666666666602, 0.33333333333333304]","[[0, 0], [0, -0.33333333333333304], [0.16666666666666602, 0]]",256.34330650791526,j,main,1.0,,,conjunction,
,html-keyboard-response,66,229307,0.0-4.0-1.1-1.23,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,67,232297,0.0-4.0-1.1-0.24,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,4.0,1.0,805.349814753572,j,"[0.16666666666666602, -0.33333333333333304]","[[0.16666666666666602, 0.33333333333333304], [0.33333333333333304, 0], [-0.33333333333333304, -0.33333333333333304]]",965.6501852441579,j,main,1.0,,,shape,
,html-keyboard-response,68,233301,0.0-4.0-1.1-1.24,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,69,236083,0.0-4.0-1.1-0.25,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,8.0,0.0,887.4269621308486,f,"[-0.33333333333333304, -0.33333333333333304]","[[0.16666666666666602, 0.33333333333333304], [-0.16666666666666602, -0.16666666666666602], [-0.33333333333333304, 0], [-0.16666666666666602, -0.33333333333333304], [-0.33333333333333304, -0.16666666666666602], [0, 0.16666666666666602], [0, 0.33333333333333304]]",676.5730378683656,f,main,1.0,,,conjunction,
,html-keyboard-response,70,237084,0.0-4.0-1.1-1.25,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,71,239254,0.0-4.0-1.1-0.26,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,4.0,1.0,632.446729134972,j,"[0.33333333333333304, 0.16666666666666602]","[[0.33333333333333304, -0.16666666666666602], [0, -0.33333333333333304], [0.33333333333333304, -0.33333333333333304]]",320.5532708670944,j,main,1.0,,,conjunction,
,html-keyboard-response,72,240255,0.0-4.0-1.1-1.26,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,73,242389,0.0-4.0-1.1-0.27,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,4.0,0.0,728.3972903103859,f,"[0.33333333333333304, 0.33333333333333304]","[[0, 0.16666666666666602], [-0.33333333333333304, -0.33333333333333304], [0, -0.33333333333333304]]",198.6027096863836,f,main,1.0,,,conjunction,
,html-keyboard-response,74,243389,0.0-4.0-1.1-1.27,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,75,245625,0.0-4.0-1.1-0.28,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,8.0,1.0,776.118649046839,j,"[-0.16666666666666602, -0.16666666666666602]","[[0.16666666666666602, 0], [0, -0.33333333333333304], [-0.16666666666666602, 0.33333333333333304], [0.33333333333333304, 0.33333333333333304], [-0.33333333333333304, -0.16666666666666602], [0.33333333333333304, -0.16666666666666602], [0, 0]]",255.8813509531319,j,main,1.0,,,conjunction,
,html-keyboard-response,76,246626,0.0-4.0-1.1-1.28,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,,
,p5vs_yn,77,248840,0.0-4.0-1.1-0.29,aaaab,575d5df57c83cc000759accd,"[136, 128, 179, 197, 249, 4, 144, 68, 70, 144, 189, 195, 251, 56, 58, 125, 197, 114, 201, 4, 26, 180, 71, 246, 131, 90, 26, 79, 112, 70, 174, 207]",5f96dd9824dc39060be2c67f,575d5df57c83cc000759accd,5f96f219533b5302b4d7ca39,True,,,4.0,0.0,591.1664689490863,f,"[0.16666666666666602, 0]","[[0, 0], [-0.16666666666666602, -0.16666666666666602], [0, 0.16666666666666602]]",400.8335310500115,f,main,1.0,,,shape,
